,Review,Rating,hotel_name
4687,"Very badly mainted. Can't leave with family only stag can leave if leisure not required.
Very badly mainted. Can't leave with family only stag can leave if leisure not required",1,The Byke Old Anchor Beach Resort & Spa
4688,Room size is very small and it is not maintained.,1,The Byke Old Anchor Beach Resort & Spa
4689,Room is not good apart from other resorts,2,The Byke Old Anchor Beach Resort & Spa
4690,"Nice location (by the beach), well maintained property, well behaved and courteous staff, great food, room decor can be better as furniture are very old, wall of bathroom were broken, room service is tardy.",4,The Byke Old Anchor Beach Resort & Spa
4691,It is very small room. Food was excellent.,1,The Byke Old Anchor Beach Resort & Spa
4692,"Only veg. Location is good near to beach.
Nothing much maintained here. No sanitization. Cleanliness very poor. Property is quite big but poorly managed.",2,The Byke Old Anchor Beach Resort & Spa
4693,A very cozy room with a beach view is the best in this hotel,5,The Byke Old Anchor Beach Resort & Spa
4694,"Room was clean and nice ventilated, basic amenities was provided.",4,The Byke Old Anchor Beach Resort & Spa
4695,Its very nice place for stay for vegetarian tourist in Goa. Their you find one side river and another side sea and food are also tasty but this hotel is situated in south Goa which is very far from airport and all the best place in Goa is very far from here.,5,The Byke Old Anchor Beach Resort & Spa
4696,"Poorly maintained rooms, full of mosquitoes. Couldn't even get a decent sleep.
Dirty linen. Goof up in room service orders. Clogged toilet, missing remote, missing phone stand, filthy refrigerator and other issues. The list just goes on and on.",1,The Byke Old Anchor Beach Resort & Spa
4697,The location was good as its near beach and river.. The rooms were clean.. Facilities was also good.. Food was just OK.. They provided us everything on time.. They must extend their WiFi source.. As you don't get WiFi in rooms.,4,The Byke Old Anchor Beach Resort & Spa
4698,"Food was awesome. Location was very nice, walking distance to beach.
An awesome stay. Enjoyed a lot. Food was good. Overall, a nice experience.",3,The Byke Old Anchor Beach Resort & Spa
4699,Service is slow. No drinking water in the room. Had to call thrice and then go personally and request. Bed was uncomfortable. Room was old and outdated. Location is good. Only 2 minutes walk from the beach. Overall good but not for the quoted tariff.,3,The Byke Old Anchor Beach Resort & Spa
4700,"Location is good but rooms are dirty n full of mosquitoes
Lots of mosquitoes and dust in room.",3,The Byke Old Anchor Beach Resort & Spa
4701,"Location of the hotel is great by crossing the road one can visit beach easily. Only location is great about the hotel, rest of the things are average. Mattress was not good it had springs coming off, asked team to change it but got a mattress and it had lot of Ants running over it. Room is good in terms of size.",3,The Byke Old Anchor Beach Resort & Spa
4702,Everything is excellent.,5,The Byke Old Anchor Beach Resort & Spa
4703,"Recently stayed at the hotel for Business Visit. Had a pleasant stay. Property is a bit old, but rooms are decent size. Good staff and service. Location is also good. Option for Jain Food also available. I would recommend this hotel for anyone looking for a budget deal in South Goa.",4,The Byke Old Anchor Beach Resort & Spa
4704,Nothing to mention about this hotel very bad experience and terrible experience,2,The Byke Old Anchor Beach Resort & Spa
4705,"t maxSumit Singh . Couple Traveller . Jun 17, 2016This was one of the worst place to stay in my several visits to Goa. The hotel's room was in a utter shabby state. It was worse than some lodges that one may have seen. Throughout my stay, the TV's reception was extremely poor. When I complained the maintenance staff told me that it was bad for all the rooms in the resort and it cannot be rectified. He told me he was frank with me as I was a local guy and for the foreigners they usually don't tell the truth!This should only be booked if you get it for free and you don't have a family with you. The swimming pool was the worst that I have seen in terms of cleanliness. The reception was under staffed and I could find people arguing with them whenever I happen to be there. The breakfast had variety but few of the Indian food items were stale at best. Please avoid this one and book some other place. This resort is basically catering to foreign tourists who are looking for cheap accomodation for a significant longer period of stay. I will want to avoid this one at any cost.",2,The Byke Old Anchor Beach Resort & Spa
4706,Good service. Room can be cleaner,1,The Byke Old Anchor Beach Resort & Spa
4707,"Superb location, service is also good, food is good, no problem in cavelossim beach. Cavelossim is just 5 minutes from room so we enjoying to much big swimming pool and at night wonderful Rajsthani folk dance is nice.
A nice location and breakfast is a good star category at this rate, beach is very easy to go just 5 minutes walk from hotel and particularly at night Rajasthani dance is wonderful there is only veg restaurant and best breakfast.",4,The Byke Old Anchor Beach Resort & Spa
4708,"The resort is very nice at a very good location, food was also very good. The location is very good for relaxing in a calm environment, it has river view garden and beach at walkable distance. They need to improve on room services and house keeping. Should increase on the rain dance.",4,The Byke Old Anchor Beach Resort & Spa
4709,"Excellent location, just opp Cavellossim Beach. Very spacious property, excellent veg food and breakfast. Great facilities like swimming pool, rain water dance, pond scenery at backside, discotheque etc.",4,The Byke Old Anchor Beach Resort & Spa
4710,Hotel is very nice and it was a great experience at the hotel.,5,The Byke Old Anchor Beach Resort & Spa
4711,"Excellent property and good service. Down to earth staff with quick service. River, boating, Dance floor, clean sea, good menu for bf. And lot more. Service can improve a bit more and WiFi issue little kills the communication outside.",5,The Byke Old Anchor Beach Resort & Spa
4712,Poor hotel service is bad. Staff is not good very rude. No one is worth it.,2,The Byke Old Anchor Beach Resort & Spa
4713,Location is very good except that everything is very worst .. They don't have proper receptionist people to answers visitor queries .. They don't know how to treat visitors. Rooms are very worst and waste of money to stay there instead of that we can opt for other hotels .. I never recommend this hotel to any one in my life time ..,2,The Byke Old Anchor Beach Resort & Spa
4714,Super location adjoining The River Sal And The arabian Sea. Sumptuous food. Friendly staff And service.,4,The Byke Old Anchor Beach Resort & Spa
4715,"hav Chitneni . Family Traveller . Oct 17, 2016It was s good hotel at a good location just in front of the beach and there is also a beautiful river at the back of the resort. The food was alright .. The room was spacious and had a good view however these are my cons-
The mattresses were very uncomfortable
AC was not effective
WiFi was TERRIBLE (I just ignored the fact that there's WiFi)
There was no TV remote
Otherwise its good for the money",4,The Byke Old Anchor Beach Resort & Spa
4716,"Good place to stay, close to beach and good food and good resort area
Room quality wasn’t as expected. Clean room are required. Byke being a premium hotel, it could have been better with the name and tag",4,The Byke Old Anchor Beach Resort & Spa
4717,The location was good but staff was not interested in serving people as it was off season. The room were smelling bad and there was almost no one taking our concern seriously. It may be possible that they only behave professionally with foreign tourists.,2,The Byke Old Anchor Beach Resort & Spa
4718,I travelled with family And friends. We enjoyed our holiday. It's pure veg restaurant.,5,The Byke Old Anchor Beach Resort & Spa
4719,"I had stayed there for 3nights in Oct 2016. The location of hotel is excellent very close to Mobor Beach, you can also visit Colva and Varca beach 20 min drive distance (best beaches of Goa in terms of Cleanliness - White sands), property is also good, food is also tasty, But one major issue of this hotel is there services you need to tell them 10 times for any room service (AC was not working, Tv was not working, ). They have 2 restaurants but when you will sit there for dining you will have to tell them many time to bring water, to take order, we have waited for an hour just to give order and after giving order they took another 30 min to bring food. Staff are not trained for proper services. Even Buffet service was not proper. There is NO option for food nearby for Vegetarian people. I will select this hotel only because of their location and facilities (Swimming pool, rain dance, discotheque, Bar, Parking area, etc.",5,The Byke Old Anchor Beach Resort & Spa
4720,"We were five persons staying in two rooms for a weekend, it is very good place if you want to spend a peaceful weekend at less crowded and clean beach. Hotel rooms are spacious but they should improve on furniture and overall maintenance of the rooms, staff is very well behaved. Only veg. food.",4,The Byke Old Anchor Beach Resort & Spa
4721,"Stay at Byke Old Anchor Resort pathetic untrained staff, unprofessional staff starting from reception to room service and even at housekeeping and also restaurant. They behave like they are giving you a stay at free of cost. Don't ever visit if you are looking for professional hotels or Resort.",2,The Byke Old Anchor Beach Resort & Spa
4722,"I can't believe if a hotel could be this unorganized and have no value for customers or hygiene. Would never stay in this place or recommend it. Worst staff, extremely remote, disgusting attitude and don't get me started on the contaminated room condition. Please stay clear of this place.",1,The Byke Old Anchor Beach Resort & Spa
4723,"When I first got the hotel booked through MakeMyTrip I wasn't really sure of how good or bad the accommodation would be. I just read a few reviews about the resort and got it booked as the deal I was getting at that point of time was pretty reasonable and pocket friendly and the pictures of the resort were quite attractive. Frankly speaking I didn't really trust the pictures and the review until I actually reached the location as the amount I had paid to book the stay was much less as compared to the prices per night charged for other 4 or 5 star properties. I take pleasure in reviewing the property. It is value for money and even more. The lush green property spread in acres of land with the view of riverside lawn and the cavelossim beach just 200 meter away ensures you a really enthrilling stay at the peaceful and calm holiday at posh location of south Goa. The ambience of the rooms was good, rooms are pretty clean and decent. Nice sofa cum bed and a small table to enjoy your chilled beer at the room. A small bedroom fridge to chill your stuff. Decent space and furniture. As for food I give a 5 on 5 rating more so because we are vegetarian and it's the only vegetarian restaurant serving the entire Goa. Except for the south indian preparations we liked every cuisine served. The deals are a must try specially the dal tadka. All in all I give it a 4 out of 5 rating. Next visit to Goa is again going to be at the he Byke Old Anchor Beach Resort, Goa.",5,The Byke Old Anchor Beach Resort & Spa
4724,"Had a great stay overall. Ambiance, staff and amenities are all good. It's just that they should improve their breakfast buffet menu and work onto its presentation and taste. It was not satisfactory as per our expectations.",3,The Byke Old Anchor Beach Resort & Spa
4725,"Nice place and had a nice time! For beach we need to cross the road and go opposite to the hotel. Evenings are very pleasant and cool.
Hotel has a nice garden and pool well maintained. We had water problem for some time seems it was a sudden issue but later it was resolved. Breakfast and the hotel restaurant was best at this location having pure veg.",4,The Byke Old Anchor Beach Resort & Spa
4726,"After check-in the hotel I got a room with no television, phone, water, towels, toiletries. On discussion with the manager, the room got changed, however the second room also didn't have the towels, toiletries, set-top box. The rooms were not clean. The staff was un supportive. Overall had a terrible experience.",1,The Byke Old Anchor Beach Resort & Spa
4727,"It was completely a good stay and nice rooms and greenery Around. The Beach is very near from the resort that makes it even more better place to stay and hangout.
Good stay at the hotel. Located at a nice place. Greenery is good Around the place. Good staff and well maintained rooms. Totally liked the stay at this resort.",5,The Byke Old Anchor Beach Resort & Spa
4728,It was a nice experience. The garden can be more maintained. The canteen service is very slow. Rest is reasonable keeping in mind the low cost of the hotel.,3,The Byke Old Anchor Beach Resort & Spa
4729,"Though the property is old, but its spacious and well maintained. For veg people its best place. Beach is at walking distance, also resort located on bank of river, which makes it perfect location. I will visit it again.",3,The Byke Old Anchor Beach Resort & Spa
4730,Good for kids weekend holiday. . Food available is only veg and quiet costly,3,The Byke Old Anchor Beach Resort & Spa
4731,Too much noise from nearby room holders. Servicing was poor. On third call they sent the person.,3,The Byke Old Anchor Beach Resort & Spa
4732,I liked everything about this place. I reached here from airport at around 11 at night. It was so far away and I felt like I made a mistake. Then I reached the hotel and it proved me wrong. It's near the sea and what more could I ask for. The hotel and staff were excellent. The best thing was the breakfast. It had everything. Across was James' restaurant with its jolly ambience. I enjoyed my time in The Byke.,4,The Byke Old Anchor Beach Resort & Spa
4733,Food is delicious... But other all other things should be improved... Crockery used in hotel was not clean... Room doors were difficult to lock... Billiards room was totally destroyed... Stick was brokens... Etc...,3,The Byke Old Anchor Beach Resort & Spa
4734,"We visited this hotel in October 2015 with friends. Hotel location is good, stay was good, hotel need to improve on their services right from front office check-in, checkout process to room service and housekeeping. Hotel rooms are ok but need renovation for good service.",3,The Byke Old Anchor Beach Resort & Spa
4735,First time I stayed in south Goa in resort bike 1st and 2nd day still late evening my stay in the resort was horrible as most of the facilities for comfort were not working. Ultimately after they changed the room i thought what I was missing earlier.,3,The Byke Old Anchor Beach Resort & Spa
4736,The place is very peaceful and beautiful in front of cave Cavellosim Beach. The cleanliness outside the room can be much better.,4,The Byke Old Anchor Beach Resort & Spa
4737,"Location is great ... Near to cavelosim beach. But rooms are not worthy at all. Only hotel suites are superb with nice cleanliness and facilities. Swimming pool, bar, staff, club etc. Are all good ... But again all rooms except suites are very inexpertly maintained.",3,The Byke Old Anchor Beach Resort & Spa
4738,"The room was well-designed. But the furniture was tacky and the upholstery, dirty. Towels were dirty as well. Bathroom tiles were stained. Can't speak of the service - couldn't find a way to contact them. Didn't try the complimentary breakfast. Go if you must.",2,The Byke Old Anchor Beach Resort & Spa
4739,We were searching for veg and non veg Hotel for stay . I think somewhere it has to mention that hotel is pure vegetarian . While booking I didn't got this notification we search almost everywhere about cuisine. But we didn't get clear information that hotel is pure vegetarian . . Overall experience is good as beach was tooo close .,4,The Byke Old Anchor Beach Resort & Spa
4740,"Continental and Chinese food was very average but everything in mughlai was amazing.
Floor mat was not provided for two days o KY when we requested they gave a towel to be used as a mat but rooms were quite good otherwise.",4,The Byke Old Anchor Beach Resort & Spa
4741,Nice hotel nice location nice service good staff,5,The Byke Old Anchor Beach Resort & Spa
4742,"Good food and good location, around hotel it had good view, was hardly 5 mins walk to beach from hotel and had super market and shopping complex. Over all it had a excellent experience, can visit when it comes to south Goa.",4,The Byke Old Anchor Beach Resort & Spa
4743,"Food service did not have a fixed time.
Worst room service. TV was not working.",3,The Byke Old Anchor Beach Resort & Spa
4744,"Cavelossim is very quite place. All five star hotels are there. Like Novotel , Leela n holidayinn. Byke anchor is good to stay.
This is my second visit. In January it was clean and neat property. But In June It was not that much clean.",3,The Byke Old Anchor Beach Resort & Spa
4745,"Its hotel with perfect location with perfect cost in Goa. Seashore is hardly 5 mints away from The hotel. Enjoyed The stay. Regarding The room, room was spacious and clean. Only problem was there was a gap in The main door of The room using which rat used to enter the room and don't keep eatables opened or on The table in The night! This issue we already reported to The reception guys but still felt to write it down in review! Otherwise it's good place to relax and enjoy! I still recommend this place because of its location and tariff.",4,The Byke Old Anchor Beach Resort & Spa
4746,"Recommend to others that this resort is worth to stay & enjoyed each thing here. Rain dance, disco, evening entertainment, large swimming pool and kids pool specially enjoyed. Lastly on the food side it is very tasteful & resort manager is personally taking care each things to satisfied each group of guests.",5,The Byke Old Anchor Beach Resort & Spa
4747,"Most pathetic resort ever seen.
The most pathetic and bad choice of hotel resort. Total money waste and terrible experience. Will never ever recommend this place to anyone. Fungus and bugs on wall, dirty rooms, no electricity, no water, bad room service. Foreigner had good rooms and we had poor rooms.",1,The Byke Old Anchor Beach Resort & Spa
4748,Ok except some minor problems.,1,The Byke Old Anchor Beach Resort & Spa
4749,"Been to North Goa multiple times, thought of visiting serene environments in South Goa and booked Byke hotel. After reaching hotel only we came to know it is pure vegetarian, no were on booking site it had been mentioned. The deluxe rooms are indeed spacious but walls were dirty. Can't expect a star stay as we expect based in the ad. Not maintained properly.",3,The Byke Old Anchor Beach Resort & Spa
4750,"Wifi not available in room, furniture is so Old, bathroom mat not in The room, ac far away from bed. DELUX room looks like standard room",2,The Byke Old Anchor Beach Resort & Spa
4751,If you really wanna spend peaceful vacations then you prefer Old Byke hotel. Beach also very near and less crowded. Awesome place.,5,The Byke Old Anchor Beach Resort & Spa
4752,Over all experience is excellent Food is very tasty and restaurant ambiance is attractive room service is also excellent main thing beach is opposite to resort and is a attraction for foreign tourist.,5,The Byke Old Anchor Beach Resort & Spa
4753,Hotel is 3 start property. Service and cleanliness can be improved.,3,The Byke Old Anchor Beach Resort & Spa
4754,I stayed with my wife and parents from 29th Sep 2017 to 01st Oct 2017. The location was good as it was walking distance from Cavelossim beach. The property is spread in a vast area. Staff was good right from Manager to house keeping. The ugliest part of the stay were the rooms .. They were not cleaned .. Were stinking and seemed like a deserted place pleading for repairs. In fact the tea kettle had fungus on it !! Cups were having stain marks. Quilt were having blood stains .. Walls were not painted and looked like the walls of govt quarters of 1980’s. I have posted photos of the rooms. To conclude this is not a 3 star hotel as shown on travel websites .. It’s definitely not worth the money. I would never stay at this property again.,2,The Byke Old Anchor Beach Resort & Spa
4755,"Nice, food quality is good. Swimming pool is also good.",5,The Byke Old Anchor Beach Resort & Spa
4756,"Location is good but condition of their deluxe suite room was pathetic. Two uneven shade of wall colour in all the rooms, paint peeling off from most of the places. All the rooms were stinking and the condition of bed, sofa and side tables was bad. Housekeeping staff didn't know how to make bed, left used towels on the floor. Overall, very bad experience.",2,The Byke Old Anchor Beach Resort & Spa
4757,"ember till 4th December 2019Manesh Nichani . Group Traveller . Dec 10, 2019The location of the hotel is amazing - very close to the beach and the property is huge. They staff was courteous but there were minor power outages impacting water supply. The hotel offered us free upgrade of the room which was very kind of them. I would surely be recommending this property if you are looking for a decent place in South Goa.",4,The Byke Old Anchor Beach Resort & Spa
4758,"The location of the hotel is fantastic, bang opposite the beach. They have their own river lawn. Staff is friendly. However the rooms need improvement and the service at the time of breakfast needs to be fast. Overall good experience.",3,The Byke Old Anchor Beach Resort & Spa
4759,"Excellent staff, service and a totally must go resort..! Dj, swimming pool, breakfast view everything was quite heart warming..! From start to end a cooperative staff A minute to beach I loved it.",5,The Byke Old Anchor Beach Resort & Spa
4760,The byke hotel was good with good facilities and well behaved staff. Breakfast was amazing. It is a walkable distance away from Cavelossim beach which is a quite and clean beach of south Goa. The only thing I found needs to be corrected is that water is chargeable after 2 bottles per room in a day.,5,The Byke Old Anchor Beach Resort & Spa
4761,"Short stint stay, beautiful property, superb location. Property is bit Old need bit of renovation rest excellent place to stay.",5,The Byke Old Anchor Beach Resort & Spa
4762,Hotel is good. Rooms are also good. Suite is having two bedrooms both are attached with Bath rooms and also having drawing room. There is no transportation available and it is expensive. It is good for relaxing.,3,The Byke Old Anchor Beach Resort & Spa
4763,"I was a on a trip with Friends, I had booked my own separate room. The Room was large with multiple A/C. I think I was upgraded, because I paid for the cheapest room. Anyway, The swimming pool of this hotel is great. Neat and Clean Water, and well maintained. Breakfast has limited options, but everything is delicious. Vegetarian Food is awesome. The Beach on which this hotel is situated is extreme dirty with dog crap and all other kinds of garbage everywhere. Location is in proximity to Agonda Beach, Cabo the Rama and Benolim Beach. Around 1 Hour from airport. Lots of shops nearby, and great connectivity through roads.",5,The Byke Old Anchor Beach Resort & Spa
4764,"This property is great for those who love a peaceful stay. The Beach is spotlessly clean and not crowded. This hotel should be The first choice for vegetarians. Though rooms are big and clean, The fixtures are Old, specially some of The light fittings were broken and not working.",4,The Byke Old Anchor Beach Resort & Spa
4765,"Spacious Resort, good and supportive staff and room service.",5,The Byke Old Anchor Beach Resort & Spa
4766,"Location of Hotel and Rooms are good. Poor services of billing section. Poor Wi-Fi Connectivity. Strongest routers should be installed. Housekeeping and room service departments are also not efficient. Dirty bed linen. Whatever facilities are read online are not actually provided. Transportation from the Hotel to the Airport is Rs 500 costlier than the normal taxi charges. Very poor connectivity from the city. Except Taxi nothing is available. Cab rental stations not present. The best thing is that A very neat and clean Sea beach is at the walking distance from the Hotel. The garden of the Hotel is nicely maintained. But the cleanliness of the rooms are not maintained by not changing the bed linen every day. Many times dirty towels and bed sheets are provided in the rooms. Room tea coffee is provided for a single person in double occupancy rooms. Except a few staff members rest are careless. Best services and most careful people, we came across are Mr Shambhu of restaurant and Mr Yogi of IT department. The person sitting at the billing section needs to learn manner, ""How to hand over the paper to a customer. "" He never puts paper into an envelope before handing over. He is not willing to give the final check out details to the customers. Most of the staff members are not habitual of obeying the instructions. The ladies sitting at the reception make joke of the customers.",3,The Byke Old Anchor Beach Resort & Spa
4767,The place is clean but the room's are really old and puffed walls no proper lighting and over all not clean. The staff is really helpful and friendly. Property is also big will have a good time but the price for the rooms is to much and did not enjoy that.,3,The Byke Old Anchor Beach Resort & Spa
4768,"Service was very bad, they even charge for ice bucket and onions with food.",3,The Byke Old Anchor Beach Resort & Spa
4769,"Location is very good in South Goa but too far from Panjim, room were old and not up to the mark service very slow and pathetic, food very bad and if you are a non vegetarian than don't stay here it has a pure vegetarian restaurant. And facility is fine pool is good.",3,The Byke Old Anchor Beach Resort & Spa
4770,"Food is very good and drink are to good.
Room is good, staff is good and garden is good.",5,The Byke Old Anchor Beach Resort & Spa
4771,"Neatness cleanness to be improved, no information whom to contact like reception number etc.",3,The Byke Old Anchor Beach Resort & Spa
4772,"It's based at one of the finest locations in South Goa. Just opposite Cavslossim Beach, the hotel is a perfect escapade for a otherworldly experience . I must add - food and staff too were magnificent . I'd definitely go there again and again and again.",5,The Byke Old Anchor Beach Resort & Spa
4773,"It's a good hotel... Location is peaceful but a little far away from city. Reaching there is a task... But once you are inside... Facilities are good... Rooms are spacious... Overall, good services. Hotel staff were very cordial and helpful... Pool was a big one, had all facilities of bar and food.",4,The Byke Old Anchor Beach Resort & Spa
4774,"I stayed in 'The Byke Old Anchor' from 22 Oct to 24 Oct 16. As this was my 2nd visit to Goa, rather than touring around the place, this time I preferred to a relaxing family holiday at a single location of South Goa. Beachfront hotels of southern part of Goa are known for their lonely relaxing holiday charm away from noisy crowded places of North Goa, but the 'The Byke Old Anchor' sets the bar high with a competitive price and their very friendly service. The beachfront location of the resort puts guests just steps away from lovely CAVELOSSIM BEACH over the main road on front the side and lovely boat riding on SAL RIVER on the rear side. Though the location is quite far from Airport, but if you prefer not to indulge in busy sightseeing of North Goa, you donâ€™t even need to leave the comforts of the hotel and seaside fun/happenings of Cavelossim Beach. You will be within walking distance to Carmona Market which is full of local dining mostly frequented by foreigners, specially Russians. The hotel offered us everything guests want for a romantic getaway or fun family vacation. Cottage type rooms that we were offered were neat &clean, spacious and equipped with all amenities which were promised at the time of booking. The air conditioner was working properly. Lights, fitting & fixtures inside the room were in very good condition. Found reception staff and other support staff very friendly. The cleaning staff on their part did fairly good job on daily basis. The resort has a very strict security arrangement in place and in one particular incident when my 4 yr old kid gone missing for a while, the whole hotel staff were there with me in search of my kid. The hotel offers complimentary Buffet Breakfast which is really HUGE with variety of continental and local food including variety of hot/cold beverages. The only thing I didn't like is their claim of free WiFi service - no matter how much you try, it just doesn't work there. Overall, I have a lovely memory of family stay there. Would love to visit back again..",5,The Byke Old Anchor Beach Resort & Spa
4775,"We stayed for 2 nights at the resort, booked 4 deluxe rooms for 8 people, the resort is very beautiful with beach and river nearby. The food served here was pure veg but, very tasty and flavorful, the only problem was, there were some stray dogs roaming around and one dog tried to attack one of my relatives and bite his hand due to which we had to go to south Goa hospital for his treatment and injections. We complained about the stray dogs but they were still roaming around in the resort till we checked out.",5,The Byke Old Anchor Beach Resort & Spa
4776,"Clean and well maintained property, situated close to beach and market",4,The Byke Old Anchor Beach Resort & Spa
4777,The location is very good.,4,The Byke Old Anchor Beach Resort & Spa
4778,"Stayed at The Byke Old Anchor with my wife few days back, it was an amazing experience. Clean rooms offering a very good view of the resort. The service was really good and the restaurant staff was friendly. They serve very tasty vegetarian dishes and mouth watering breakfast. A perfect resort for a family stay. Cavelossim is a beautiful and clean beach which is just about 200-250 mtrs from the resort. The only suggestion I have is they can have a better information desk explaining tourists about nice places to roam around at Cavelossim, maybe a tourist map. One can easily catch a public transport bus from Margao to reach Cavelossim and vice versa.",5,The Byke Old Anchor Beach Resort & Spa
4779,Very spacious hotel. Location of the hotel is very good. Opposite beach and clean water. I found this beach is the cleanest of all. Hotel amenities are good. Service is poor as they have many more rooms. Food is ok ok. Most of the rooms are occupied by Russians. I would like to visit here again.,4,The Byke Old Anchor Beach Resort & Spa
4780,Very disappointed with room! I wish the hotel maintain hygiene and repair its AC! They charged less but it shouldn’t be at cost of a good name! We have been staying since it was old Anchorage! But now it needs improvement,2,The Byke Old Anchor Beach Resort & Spa
4781,"The superb resort, great food. Friendly staff. Great location on the bank of a river, walking distance to The Beach. The food court only offers vegetarian food only. Their chef is good, however, takes own sweet time to cook. Approx wait time 25 minutes.",5,The Byke Old Anchor Beach Resort & Spa
4782,Room was okay as property is Old. It would be good if they have some entertainment channels for TV as all paid channels were not subscribed. Room main door had some problem of locking. Rest all good. It would be better if they do good maintenance.,4,The Byke Old Anchor Beach Resort & Spa
4783,Being a chain hotel also very poor quality room damp and smelly,1,The Byke Old Anchor Beach Resort & Spa
4784,"Beautiful property. Awesome feeling inside the resort. There are lots of things to do inside the hotel, there is a pool, dics, place for rain dance, bar. You can't imagine you could get that kind of resort in this cheap price. If you want to go on beach there is a cavelossim beach opposite of the resort you could you go whenever you want to go in the day time. About food that was too good this is a veg resort you will get Delicious food on demand. We really enjoyed here. Will go again definitely whenever we make plan to visit Goa.",4,The Byke Old Anchor Beach Resort & Spa
4785,"Excellent location, right on the main road, well spread out, superb riverside location. Rooms are not maintained well however toilets are super clean. Exceptional value for money. Beach is walking distance. Ample car parking",4,The Byke Old Anchor Beach Resort & Spa
4786,AC was not working at all and we had to be shifted to 2 rooms. Food is vegetarian and expensive. Breakfast is ok. Beach is pretty close. Beach view rooms had a plastic sheet covering the entire window. So we had no view to the beach. The 1st room had an awful smell of pesticides. We stayed for 1 day and checked out immediately the next day.,2,The Byke Old Anchor Beach Resort & Spa
4787,Very nice property.. Walkable distance from hotel.. Old property but rooms have been maintained very well... In this budget best hotel in south Goa.. I will surely come next time and recommend everybody.,4,The Byke Old Anchor Beach Resort & Spa
4788,"The location is beautiful beaches just nearby to the resort. Food is only veg which is okay. Don’t expect any service.
Dirty bathroom. The tv was not working we complained multiple times but never got proper response. Didn’t clean the room the next day, didn’t change blankets etc the mini fridge was just for name sake, there was no cooling effect.",2,The Byke Old Anchor Beach Resort & Spa
4789,It's safe to visit this place in this covid times. I really enjoyed my stay.,4,The Byke Old Anchor Beach Resort & Spa
4790,Ac was not cooling. It became a struggle to spend The night at room. Make sure whatever you give is working or else don't give,2,The Byke Old Anchor Beach Resort & Spa
4791,"This is an understatement that the service is worst. The hotel staff is not at all professional. They will back answer you. No basic necessities were provided. The tap water was turned off by the hotel. The set top box was not working. The manager was rude enough to tell me to leave the hotel at 11 in the night since they could not provide me with proper services.
As per the Hotel Manager - ""If you find the services unsatisfactory, you may leave the hotel"" This was told by the manager at 11 in the night.",1,The Byke Old Anchor Beach Resort & Spa
4792,"This ""resort"" although large, gives an impression that it is past it's heydays. The lobby, the rooms, the dining area, the plastic garden chairs make it look dingy and old. It looks as if the owners decided to give it one uniform coat of paint and decided it was good enough. Our room had an olden feel to it. Only one tiny geyser for 4 rooms which means basically no hot water. Breakfast was decent. There's a rain dance area which wasn't functional. The pool looked good, we did not use it. The location is what makes it liveable. It's close to two beautiful beaches.",3,The Byke Old Anchor Beach Resort & Spa
4793,"Room were clean. Very close to the beach. Room service was horrible. Breakfast was bad.
Property is old, not well maintained.",3,The Byke Old Anchor Beach Resort & Spa
4794,"Room service are very bad, cleanliness of a poor quality, help desk has no knowledge about the resort itself. Food of substandard quality, no variety, transport cost is very high and booking at your own risk. No help available and swimming pool is dirty.",2,The Byke Old Anchor Beach Resort & Spa
4795,"Amazing place to visit, keep in mind it's pure veg. Rooms decent",5,The Byke Old Anchor Beach Resort & Spa
4796,"Good! Location was excellent. Overall, experience was good.",4,The Byke Old Anchor Beach Resort & Spa
4797,"Good location, just across from the beach. Upstairs rooms are more cleaner than the ground floor. Room Service is not good, they fix hot water for 2 days. Restaurant is very good, Food and service both are good. Good people but felt they were short staffed, its such a big property they needmore people.",3,The Byke Old Anchor Beach Resort & Spa
4798,It was an awesome experience. Love this place unlimited. Truly its a heaven on earth.,5,The Byke Old Anchor Beach Resort & Spa
4799,Room service poor & House keeping staff no professional only wrong charge room damage by forced and miss behave. And 100% wastage of money. I m never stay this hotel. Only plus point this hotel 100% veg hotel and foods is good. But last is not list house keeping staff poor.,2,The Byke Old Anchor Beach Resort & Spa
4800,Hotel is purely in remote area. For food you have to depend only on hotel as there is no near by restaurant available. If you are a non vegetarian then you have to try your luck. For travel and taxi hiring you have to depend on hotel backed travel agency called Chaye Wala. He charges are monopoly. If you are hiring outside taxi his team will put full effort not to allow there. So you need to come by walk up to certain distance to avoid fighting.,4,The Byke Old Anchor Beach Resort & Spa
4801,"Location is awesome due to river side garden and beach at walkable distance, old construction of room so are quite expensive than those deserve, food is very good, need to improve service and cleanliness.",3,The Byke Old Anchor Beach Resort & Spa
4802,Not clean as a Resort. Current risk. Everything not working properly. Tea kettle River Side swinging many things dirty slow response on ordering anything through room service,1,The Byke Old Anchor Beach Resort & Spa
4803,"1. Rooms need to renovate, 2. Rooms service charges to add in bill and paid to be time of check out.",3,The Byke Old Anchor Beach Resort & Spa
4804,Breakfast food was not good. We had stayed here last year to but sorry to stay standard has gone down.,3,The Byke Old Anchor Beach Resort & Spa
4805,"I have been in anchor hotel with my family it's a fantastic place to be. Very nice hotel and all services, food are very good I would love to be there again very soon. People visiting Goa should be here for 1 day you will and joy it's a sea facing hotel, excellent stay.",5,The Byke Old Anchor Beach Resort & Spa
4806,Happy face of family And friends. Kids enjoyed lot.,5,The Byke Old Anchor Beach Resort & Spa
